record_id,branch,domain,category,system_name,designation,variant,role_purpose,status,source_status,verification_status,verification_sources,status_as_of,commissioned_or_inducted_date,retired_or_decommissioned_date,quantity,quantity_min,quantity_max,quantity_raw,quantity_values,specifications,dimensions,make_manufacturer,country_of_origin,operators,notes,source_key,source_url,source_table,source_row,retrieved_at,raw_record
eq_c06c9f976abd2424dbd1,Indian Army,land equipment and weapons,Utility and staff transport,Maruti Suzuki Gypsy,Not documented,Not documented,Light utility vehicle,in_service_and_on_order,Status: In service. Additional 541 ordered in July 2020.,not_independently_verified,[],2026-09-15,Not documented,Not documented,35000,35000,35000,35000,[35000],Not documented,Not documented,Not documented,India Japan,Not documented,Status: In service. Additional 541 ordered in July 2020.,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,2,10,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Maruti Suzuki Gypsy"", ""Notes"": ""Status: In service. Additional 541 ordered in July 2020."", ""Origin"": ""India Japan"", ""Quantity"": ""35000"", ""Type"": ""Light utility vehicle""}"
eq_9c51ab57a6984f45c367,Indian Army,land equipment and weapons,Utility and staff transport,Toyota Fortuner,Not documented,Not documented,Light utility vehicle,in_service,Status: In Service. Army Signals Corps. fitted with telecommunication devices.,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India Japan,Not documented,Status: In Service. Army Signals Corps. fitted with telecommunication devices.,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,2,11,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Toyota Fortuner"", ""Notes"": ""Status: In Service. Army Signals Corps. fitted with telecommunication devices."", ""Origin"": ""India Japan"", ""Quantity"": """", ""Type"": ""Light utility vehicle""}"
eq_9db775dbd0689ccb1160,Indian Army,land equipment and weapons,Utility and staff transport,Mitsubishi Pajero,Not documented,Not documented,Staff transport,in_service_and_on_order,Status: In service. Deployed at the Indo-Chinese Border.,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,Japan,Not documented,Status: In service. Deployed at the Indo-Chinese Border.,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,2,12,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Mitsubishi Pajero"", ""Notes"": ""Status: In service. Deployed at the Indo-Chinese Border."", ""Origin"": ""Japan"", ""Quantity"": """", ""Type"": ""Staff transport""}"
eq_a85969550fa4f497b67c,Indian Army,land equipment and weapons,Utility and staff transport,Ashok Leyland Short Chassis 4×2,Not documented,Not documented,Minibus,on_order,"Status: Ordered. 500 pre-fragmented short chassis, worth ₹197.35 crore (US$20 million), ordered on 18 March 2025.",not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India,Not documented,"Status: Ordered. 500 pre-fragmented short chassis, worth ₹197.35 crore (US$20 million), ordered on 18 March 2025.",army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,2,13,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Ashok Leyland Short Chassis 4×2"", ""Notes"": ""Status: Ordered. 500 pre-fragmented short chassis, worth ₹197.35 crore (US$20 million), ordered on 18 March 2025."", ""Origin"": ""India"", ""Quantity"": """", ""Type"": ""Minibus""}"
eq_bcb48a8fd51d99b89d55,Indian Army,land equipment and weapons,Utility and staff transport,Polaris Sportsman 6x6 ATV,Not documented,Not documented,All-terrain vehicle,in_service_and_on_order,Status: In service. Used on Indo-Tibetian border,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India United States,Not documented,Status: In service. Used on Indo-Tibetian border,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,2,14,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Polaris Sportsman 6x6 ATV"", ""Notes"": ""Status: In service. Used on Indo-Tibetian border"", ""Origin"": ""India United States"", ""Quantity"": """", ""Type"": ""All-terrain vehicle""}"
eq_6f9c348630b2ae4a3407,Indian Army,land equipment and weapons,Utility and staff transport,Polaris Ranger,Not documented,Not documented,All-terrain vehicle,in_service_and_on_order,Status: In service. Used on Indo-Tibetian border,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India United States,Not documented,Status: In service. Used on Indo-Tibetian border,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,2,15,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Polaris Ranger"", ""Notes"": ""Status: In service. Used on Indo-Tibetian border"", ""Origin"": ""India United States"", ""Quantity"": """", ""Type"": ""All-terrain vehicle""}"
eq_45bb2729b34614f00f87,Indian Army,land equipment and weapons,Utility and staff transport,Polaris MRZR,Not documented,Not documented,All-terrain vehicle,in_service,Status: In service. Multi-purpose all-terrain vehicle. In service with Indian Army Northern Command.,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,United States,Not documented,Status: In service. Multi-purpose all-terrain vehicle. In service with Indian Army Northern Command.,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,2,16,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Polaris MRZR"", ""Notes"": ""Status: In service. Multi-purpose all-terrain vehicle. In service with Indian Army Northern Command."", ""Origin"": ""United States"", ""Quantity"": """", ""Type"": ""All-terrain vehicle""}"
eq_de9be6086a05d6a2e880,Indian Army,land equipment and weapons,Utility and staff transport,Arctic Cat Alterra TBX 700,Not documented,Not documented,All-terrain vehicle,in_service,Status: In service. Used by PARA SF[citation needed],not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,United States,Not documented,Status: In service. Used by PARA SF[citation needed],army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,2,17,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Arctic Cat Alterra TBX 700"", ""Notes"": ""Status: In service. Used by PARA SF[citation needed]"", ""Origin"": ""United States"", ""Quantity"": """", ""Type"": ""All-terrain vehicle""}"
eq_b107f115d8891da6666d,Indian Army,land equipment and weapons,Utility and staff transport,JSW Kapidhwaj,Not documented,Not documented,All-terrain vehicle,in_service,"Status: In service. Also known as ATOR N1200 Specialist Mobility Vehicle (SMV), an Indianised variant of SHERP N1200.",not_independently_verified,[],2026-09-15,Not documented,Not documented,96,96,96,96,[96],Not documented,Not documented,Not documented,India,Not documented,"Status: In service. Also known as ATOR N1200 Specialist Mobility Vehicle (SMV), an Indianised variant of SHERP N1200.",army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,2,18,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""JSW Kapidhwaj"", ""Notes"": ""Status: In service. Also known as ATOR N1200 Specialist Mobility Vehicle (SMV), an Indianised variant of SHERP N1200."", ""Origin"": ""India"", ""Quantity"": ""96"", ""Type"": ""All-terrain vehicle""}"
eq_6eb30b15f29c64bb95c6,Indian Army,land equipment and weapons,Utility and staff transport,BsV10 Sindhu,Not documented,Not documented,All-terrain vehicle,on_order,Status: On order. Local production by Larsen & Toubro.,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,United Kingdom India,Not documented,Status: On order. Local production by Larsen & Toubro.,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,2,19,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""BsV10 Sindhu"", ""Notes"": ""Status: On order. Local production by Larsen & Toubro."", ""Origin"": ""United Kingdom India"", ""Quantity"": """", ""Type"": ""All-terrain vehicle""}"
eq_c4fbe5823871af8f73c1,Indian Army,land equipment and weapons,Field transport vehicles,Ashok Leyland 4×4 Ambulance,Not documented,Not documented,4×4 Ambulance,on_order,Ordered in 2016.,not_independently_verified,[],2026-09-15,Not documented,Not documented,825,825,825,825,[825],Not documented,Not documented,Not documented,India,Not documented,Ordered in 2016.,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,3,1,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Ashok Leyland 4×4 Ambulance"", ""Notes"": ""Ordered in 2016."", ""Origin"": ""India"", ""Quantity"": ""825"", ""Type"": ""4×4 Ambulance""}"
eq_905c10b44928b638ced6,Indian Army,land equipment and weapons,Field transport vehicles,Ashok Leyland 4x4 Refueling Tanker,Not documented,Not documented,4x4 Refueling Tanker,in_service,Not documented,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,Not documented,Not documented,Not documented,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,3,2,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Ashok Leyland 4x4 Refueling Tanker"", ""Notes"": """", ""Origin"": """", ""Quantity"": """", ""Type"": ""4x4 Refueling Tanker""}"
eq_8449114d6c7946bbb62f,Indian Army,land equipment and weapons,Field transport vehicles,Tata LPTA 713 TC,Not documented,Not documented,Light 4×4 truck,in_service,2.5 ton payload truck. Manufactured by Vehicle Factory Jabalpur.,not_independently_verified,[],2026-09-15,Not documented,Not documented,15000,15000,15000,"15,000+",[15000],Not documented,Not documented,Not documented,India,Not documented,2.5 ton payload truck. Manufactured by Vehicle Factory Jabalpur.,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,3,3,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Tata LPTA 713 TC"", ""Notes"": ""2.5 ton payload truck. Manufactured by Vehicle Factory Jabalpur."", ""Origin"": ""India"", ""Quantity"": ""15,000+"", ""Type"": ""Light 4×4 truck""}"
eq_e46c572094c672ef1425,Indian Army,land equipment and weapons,Field transport vehicles,Tata LPTA 2038 HMV,Not documented,Not documented,Medium 6×6 high mobility truck,on_order,Additional 619 units on order. To augment and replace older BEML Tatra 6×6 fleet.[citation needed],not_independently_verified,[],2026-09-15,Not documented,Not documented,1239,1239,1239,"1,239+",[1239],Not documented,Not documented,Not documented,India,Not documented,Additional 619 units on order. To augment and replace older BEML Tatra 6×6 fleet.[citation needed],army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,3,4,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Tata LPTA 2038 HMV"", ""Notes"": ""Additional 619 units on order. To augment and replace older BEML Tatra 6×6 fleet.[citation needed]"", ""Origin"": ""India"", ""Quantity"": ""1,239+"", ""Type"": ""Medium 6×6 high mobility truck""}"
eq_5ba5be74faa682655887,Indian Army,land equipment and weapons,Field transport vehicles,Ashok Leyland Stallion,Not documented,Not documented,Medium/heavy 6×6 8×8 10×10 truck,in_service,"10, 12 and 15 Ton trucks. Manufactured under licence by Vehicle Factory Jabalpur.",not_independently_verified,[],2026-09-15,Not documented,Not documented,70000,70000,70000,"70,000+",[70000],Not documented,Not documented,Not documented,India,Not documented,"10, 12 and 15 Ton trucks. Manufactured under licence by Vehicle Factory Jabalpur.",army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,3,5,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Ashok Leyland Stallion"", ""Notes"": ""10, 12 and 15 Ton trucks. Manufactured under licence by Vehicle Factory Jabalpur."", ""Origin"": ""India"", ""Quantity"": ""70,000+"", ""Type"": ""Medium/heavy 6×6 8×8 10×10 truck""}"
eq_82ef3be8c4db6979b467,Indian Army,land equipment and weapons,Field transport vehicles,BEML Tatra,Not documented,Not documented,Medium/heavy 6×6 8×8 10×10 12×12 truck,in_service,"Tatra Force heavy trucks licence produced by BEML. Used as chassis for equipment like Radars and Pinaka (T813, T815 8×8) and Smerch MBRL systems (T816 10×10). Its entire 6×6 fleet will be replaced by Tata LPTA 2038 HMV.[citation needed]",not_independently_verified,[],2026-09-15,Not documented,Not documented,10000,10000,10000,"10,000+",[10000],Not documented,Not documented,Not documented,India Czechoslovakia,Not documented,"Tatra Force heavy trucks licence produced by BEML. Used as chassis for equipment like Radars and Pinaka (T813, T815 8×8) and Smerch MBRL systems (T816 10×10). Its entire 6×6 fleet will be replaced by Tata LPTA 2038 HMV.[citation needed]",army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,3,6,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""BEML Tatra"", ""Notes"": ""Tatra Force heavy trucks licence produced by BEML. Used as chassis for equipment like Radars and Pinaka (T813, T815 8×8) and Smerch MBRL systems (T816 10×10). Its entire 6×6 fleet will be replaced by Tata LPTA 2038 HMV.[citation needed]"", ""Origin"": ""India Czechoslovakia"", ""Quantity"": ""10,000+"", ""Type"": ""Medium/heavy 6×6 8×8 10×10 12×12 truck""}"
eq_3011e14052bc46233a73,Indian Army,land equipment and weapons,Field transport vehicles,Ashok Leyland Topchi,Not documented,Not documented,Light 4×4 Artillery tractor,in_service,3 ton payload truck. Order placed in July 2023.,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,India,Not documented,3 ton payload truck. Order placed in July 2023.,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,3,7,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Ashok Leyland Topchi"", ""Notes"": ""3 ton payload truck. Order placed in July 2023."", ""Origin"": ""India"", ""Quantity"": """", ""Type"": ""Light 4×4 Artillery tractor""}"
eq_64dba27e74662ec80879,Indian Army,land equipment and weapons,Field transport vehicles,Ashok Leyland FAT 6×6 [or Gun Towing Vehicle 6×6 (GTV),Not documented,Not documented,Medium 6×6 Artillery tractor,on_order,Ordered in March 2016 (450) with follow on order in July 2023. To replace Scania SBA111.,not_independently_verified,[],2026-09-15,Not documented,Not documented,450,450,450,450+,[450],Not documented,Not documented,Not documented,India,Not documented,Ordered in March 2016 (450) with follow on order in July 2023. To replace Scania SBA111.,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,3,8,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Ashok Leyland FAT 6×6 [or Gun Towing Vehicle 6×6 (GTV)"", ""Notes"": ""Ordered in March 2016 (450) with follow on order in July 2023. To replace Scania SBA111."", ""Origin"": ""India"", ""Quantity"": ""450+"", ""Type"": ""Medium 6×6 Artillery tractor""}"
eq_df793af12b21d5926336,Indian Army,land equipment and weapons,Field transport vehicles,Scania SBA111,Not documented,Not documented,Medium 6×6 Artillery tractor,in_service,Used for towing Bofors FH77B howitzers. To be replaced by Ashok Leyland FAT 6×6.,not_independently_verified,[],2026-09-15,Not documented,Not documented,660,660,660,660,[660],Not documented,Not documented,Not documented,Sweden,Not documented,Used for towing Bofors FH77B howitzers. To be replaced by Ashok Leyland FAT 6×6.,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,3,9,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""Scania SBA111"", ""Notes"": ""Used for towing Bofors FH77B howitzers. To be replaced by Ashok Leyland FAT 6×6."", ""Origin"": ""Sweden"", ""Quantity"": ""660"", ""Type"": ""Medium 6×6 Artillery tractor""}"
eq_4960fe0a5457bf82f0e1,Indian Army,land equipment and weapons,Field transport vehicles,KrAZ-255,Not documented,Not documented,Medium 6×6 Artillery tractor,in_service,Used for towing 130 mm M-46 guns.,not_independently_verified,[],2026-09-15,Not documented,Not documented,,,,Not documented,[],Not documented,Not documented,Not documented,USSR,Not documented,Used for towing 130 mm M-46 guns.,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,3,10,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""KrAZ-255"", ""Notes"": ""Used for towing 130 mm M-46 guns."", ""Origin"": ""USSR"", ""Quantity"": """", ""Type"": ""Medium 6×6 Artillery tractor""}"
eq_c8db794935a298f6ba7b,Indian Army,land equipment and weapons,Engineering and support vehicles,WZT-3M,Not documented,Not documented,Armoured recovery vehicle,on_order,204 on order. Initial orders were of Polish-made units before being licence-produced by Bharat Earth Movers Limited.,not_independently_verified,[],2026-09-15,Not documented,Not documented,352,352,352,352,[352],Not documented,Not documented,Not documented,Poland India,Not documented,204 on order. Initial orders were of Polish-made units before being licence-produced by Bharat Earth Movers Limited.,army_equipment,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Indian_Army,4,1,2026-09-15T03:49:19Z,"{""Image"": """", ""Name"": ""WZT-3M"", ""Notes"": ""204 on order. Initial orders were of Polish-made units before being licence-produced by Bharat Earth Movers Limited."", ""Origin"": ""Poland India"", ""Quantity"": ""352"", ""Type"": ""Armoured recovery vehicle""}"
